ro1	199.30197421355496
ro0	1.0016401833912668e-05
a0	0.06484989334432555
a1	9.946515298482242e-06
a2	24.109515866884706
a3	30.058223171087196
l	2.031377023976839
smoothing_factor	4.013922724017483
wPopt	1.2954097121721402
wPmin	0.037127596845772645
wNmax	6.7936575982587115
wNmin	2.2895403102696297
c0	1.000428447444178e-05
t_max	1.7587810097210947
K_nitrogen_quota	0.048903959188913285
VPmax	0.13027471543447625
KPm	0.0185437965328126
VNmax	11.992430408506674
KNm	0.0010102108951295023
wgly_max	0.17041992895430835
maximum_starch_production	0.0015026600118207723
maximum_tag_production	48.86484336093211
v_nitrate_max	4.570264065362648
v_polyphosphate_max	9.999884678972101e-05
v_car_max	0.07173764798187503
